EventNo	x	y	yReversed	Player	Type	x_m	y_m	DistanceFromBall	Speed (m/s)	TimeToBall (s)	Man in Possession	Pressure Lookup	TeamOnBall	Oppositoin xPressure	Count	Team	Position	Notes	Prior x (m)	Prior y (m)	Distance (m)	Speed (m/s)	Direction	Data Complete?
14	41.1	36.6	63.4	James Milner	Liverpool	43.1	24.9	24.5	3.7	4.0	0	0.000	1	0.000	6	Liverpol	CMR		42.6	26.3	1.5	#ARG!		1
14	40.2	61.6	38.4	Emre Can	Liverpool	42.2	41.9	14.2	3.7	2.5	0	0.000	1	0.000	7	Liverpol	CML		42.4	41.5	0.4	#ARG!		1
14	35.9	32.4	67.6	Roberto Firmino	Liverpool	37.7	22.0	30.0	3.7	4.8	0	0.000	1	0.000	8	Liverpol	AMR		37.1	16.6	5.4	#ARG!		1
14	33.0	52.9	47.1	Philippe Coutinho	Liverpool	34.7	36.0	23.4	3.7	3.8	0	0.000	1	0.000	9	Liverpol	AML		31.9	42.2	6.9	#ARG!		1
14	27.3	41.3	58.7	Christian Benteke	Liverpool	28.7	28.1	32.5	3.7	5.1	0	0.000	1	0.000	10	Liverpol	FWC		23.1	20.8	9.2	#ARG!		1
14	86.3	48.2	51.8	Simon Mignolet	Liverpool	90.6	32.7	37.1	3.7	5.8	0	0.000	1	0.000	11	Liverpol	GK	GK Not in View	90.8	32.9	0.3	#ARG!		1
14	51.6	65.5	34.5	Olivier Giroud	Arsenal	54.2	44.6	2.1	3.7	0.6	0	0.300	0	0.300	1	Arsenal	FWC		53.8	35.4	9.1	#ARG!		1
14	47.5	63.7	36.3	Mesut Özil	Arsenal	49.9	43.3	6.5	3.7	1.4	0	0.050	0	0.050	2	Arsenal	AMC		46.3	39.5	5.2	#ARG!		1
14	47.9	74.2	25.8	Aaron Ramsey	Arsenal	50.3	50.5	7.3	3.7	1.5	0	0.025	0	0.025	3	Arsenal	AMR		49.7	57.6	7.2	#ARG!		1
14	48.4	14.5	85.5	Alexis Sánchez	Arsenal	50.8	9.8	36.3	3.7	5.7	0	0.000	0	0.000	4	Arsenal	AML		53.1	5.4	5.0	#ARG!		1
14	37.5	61.1	38.9	Santiago Cazorla	Arsenal	39.4	41.5	17.0	3.7	2.9	0	0.000	0	0.000	5	Arsenal	CML		39.2	36.3	5.2	#ARG!		1
14	39.5	46.8	53.2	Francis Coquelin	Arsenal	41.4	31.9	20.1	3.7	3.3	0	0.000	0	0.000	6	Arsenal	CMR		40.3	30.4	1.8	#ARG!		1
14	32.5	27.1	72.9	Nacho Monreal	Arsenal	34.1	18.4	35.0	3.7	5.5	0	0.000	0	0.000	7	Arsenal	LB		32.4	14.7	4.1	#ARG!		1
14	31.1	43.9	56.1	Gabriel	Arsenal	32.6	29.9	28.2	3.7	4.5	0	0.000	0	0.000	8	Arsenal	CBL		29.8	21.5	8.9	#ARG!		1
14	28.9	58.4	41.6	Calum Chambers	Arsenal	30.4	39.7	26.2	3.7	4.2	0	0.000	0	0.000	9	Arsenal	CBR		27.9	44.7	5.6	#ARG!		1
14	32.9	69.5	30.5	Héctor Bellerín	Arsenal	34.5	47.2	21.4	3.7	3.5	0	0.000	0	0.000	10	Arsenal	RB		37.3	49.4	3.5	#ARG!		1
14	7.7	47.6	52.4	Petr Cech	Arsenal	8.1	32.4	49.7	3.7	7.6	0	0.000	0	0.000	11	Arsenal	GK	GK Not in View	6.6	33.6	2.0	#ARG!		1
15	38.0	82.4	17.6	Ball	Ball	39.9	56.0								1				55.9	45.8	18.9	#ARG!		1
15	38.8	81.8	18.2	Héctor Bellerín	Arsenal	40.7	55.7	0.8	3.7	0.2	1	0.500	1	0.000	1	Arsenal	RB		34.5	47.2	10.4	#ARG!		1
15	47.3	76.8	23.2	Aaron Ramsey	Arsenal	49.7	52.3	10.4	3.7	2.0	0	0.013	1	0.000	2	Arsenal	AMR		50.3	50.5	1.9	#ARG!		1
15	39.3	72.6	27.4	Santiago Cazorla	Arsenal	41.3	49.4	6.7	3.7	1.4	0	0.050	1	0.000	3	Arsenal	CML		39.4	41.5	8.1	#ARG!		1
15	41.8	58.9	41.1	Francis Coquelin	Arsenal	43.9	40.1	16.4	3.7	2.8	0	0.000	1	0.000	4	Arsenal	CMR		41.4	31.9	8.6	#ARG!		1
15	49.6	30.5	69.5	Alexis Sánchez	Arsenal	52.1	20.8	37.3	3.7	5.8	0	0.000	1	0.000	5	Arsenal	AML		50.8	9.8	11.0	#ARG!		1
15	52.5	64.5	35.5	Mesut Özil	Arsenal	55.1	43.8	19.5	3.7	3.3	0	0.000	1	0.000	6	Arsenal	AMC		49.9	43.3	5.3	#ARG!		1
15	55.4	72.4	27.6	Olivier Giroud	Arsenal	58.1	49.2	19.4	3.7	3.2	0	0.000	1	0.000	7	Arsenal	FWC		54.2	44.6	6.1	#ARG!		1
15	32.9	29.7	70.3	Nacho Monreal	Arsenal	34.5	20.2	36.2	3.7	5.6	0	0.000	1	0.000	8	Arsenal	LB		34.1	18.4	1.8	#ARG!		1
15	31.4	51.3	48.7	Gabriel	Arsenal	33.0	34.9	22.2	3.7	3.6	0	0.000	1	0.000	9	Arsenal	CBL		32.6	29.9	5.0	#ARG!		1
15	31.8	65.8	34.2	Calum Chambers	Arsenal	33.4	44.7	13.0	3.7	2.3	0	0.000	1	0.000	10	Arsenal	CBR		30.4	39.7	5.8	#ARG!		1
15	10.5	48.2	51.8	Petr Cech	Arsenal	11.1	32.7	37.1	3.7	5.8	0	0.000	1	0.000	11	Arsenal	GK	GK Not in View	8.1	32.4	3.0	#ARG!		1
15	28.2	39.5	60.5	Christian Benteke	Liverpool	29.6	26.8	30.9	3.7	4.9	0	0.000	0	0.000	1	Liverpol	FWC		28.7	28.1	1.6	#ARG!		1
15	36.1	61.1	38.9	Philippe Coutinho	Liverpool	37.9	41.5	14.6	3.7	2.6	0	0.000	0	0.000	2	Liverpol	AML		34.7	36.0	6.4	#ARG!		1
15	42.0	74.2	25.8	Emre Can	Liverpool	44.1	50.5	6.9	3.7	1.5	0	0.050	0	0.050	3	Liverpol	CML		42.2	41.9	8.8	#ARG!		1
15	38.9	39.2	60.8	Roberto Firmino	Liverpool	40.9	26.7	29.4	3.7	4.7	0	0.000	0	0.000	4	Liverpol	AMR		37.7	22.0	5.6	#ARG!		1
15	43.9	41.6	58.4	James Milner	Liverpool	46.1	28.3	28.4	3.7	4.5	0	0.000	0	0.000	5	Liverpol	CMR		43.1	24.9	4.5	#ARG!		1
15	50.5	84.7	15.3	Joseph Gomez	Liverpool	53.1	57.6	13.2	3.7	2.4	0	0.000	0	0.000	6	Liverpol	LB		54.9	53.9	4.2	#ARG!		1
15	52.1	61.1	38.9	Lucas Leiva	Liverpool	54.7	41.5	20.7	3.7	3.4	0	0.000	0	0.000	7	Liverpol	CM		53.1	36.7	5.1	#ARG!		1
15	57.0	71.1	28.9	Dejan Lovren	Liverpool	59.8	48.3	21.3	3.7	3.5	0	0.000	0	0.000	8	Liverpol	CBL		56.2	45.6	4.5	#ARG!		1
15	57.1	56.8	43.2	Martin Skrtel	Liverpool	60.0	38.7	26.5	3.7	4.3	0	0.000	0	0.000	9	Liverpol	CBR		60.6	33.1	5.6	#ARG!		1
15	53.9	21.6	78.4	Nathaniel Clyne	Liverpool	56.6	14.7	44.6	3.7	6.8	0	0.000	0	0.000	10	Liverpol	RB		56.8	6.1	8.6	#ARG!		1
15	86.4	48.2	51.8	Simon Mignolet	Liverpool	90.8	32.7	55.9	3.7	8.5	0	0.000	0	0.000	11	Liverpol	GK	GK Not in View	90.6	32.7	0.2	#ARG!		1
16	47.5	79.2	20.8	Ball	Ball	49.9	53.9												39.9	56.0	10.2	#ARG!		
16	47.9	79.5	20.5	Aaron Ramsey	Arsenal	50.3	54.0	0.4	3.7	0.1	1	0.500	1	0.000					49.7	52.3	1.9	#ARG!		
16	43.0	85.5	14.5		Arsenal	45.2	58.2	6.4	3.7	1.4	0	0.050	1	0.000					0.0	0.0	73.6	#ARG!		
16	38.9	73.9	26.1		Arsenal	40.9	50.3	9.7	3.7	1.9	0	0.013	1	0.000					0.0	0.0	64.8	#ARG!		
16	42.3	64.2	35.8		Arsenal	44.4	43.7	11.6	3.7	2.1	0	0.000	1	0.000					0.0	0.0	62.3	#ARG!		
16	30.7	70.5	29.5		Arsenal	32.2	48.0	18.6	3.7	3.1	0	0.000	1	0.000					0.0	0.0	57.8	#ARG!		
16	32.7	53.7	46.3		Arsenal	34.3	36.5	23.3	3.7	3.8	0	0.000	1	0.000					0.0	0.0	50.1	#ARG!		
16	36.4	25.8	74.2		Arsenal	38.3	17.5	38.1	3.7	5.9	0	0.000	1	0.000					0.0	0.0	42.1	#ARG!		
16	51.6	34.5	65.5		Arsenal	54.2	23.4	30.7	3.7	4.9	0	0.000	1	0.000					0.0	0.0	59.0	#ARG!		
16	54.3	69.7	30.3		Arsenal	57.0	47.4	9.6	3.7	1.8	0	0.013	1	0.000					0.0	0.0	74.1	#ARG!		
16	57.1	75.0	25.0		Arsenal	60.0	51.0	10.5	3.7	2.0	0	0.013	1	0.000					0.0	0.0	78.7	#ARG!		
16	11.3	49.7	50.3		Arsenal	11.8	33.8	43.0	3.7	6.6	0	0.000	1	0.000					0.0	0.0	35.8	#ARG!		
16	51.1	89.2	10.8		Liverpool	53.6	60.7	7.8	3.7	1.6	0	0.025	0	0.025					0.0	0.0	81.0	#ARG!		
16	43.8	77.6	22.4		Liverpool	45.9	52.8	4.1	3.7	1.1	0	0.100	0	0.100					0.0	0.0	70.0	#ARG!		
16	46.6	45.0	55.0		Liverpool	48.9	30.6	23.3	3.7	3.8	0	0.000	0	0.000					0.0	0.0	57.7	#ARG!		
16	41.8	37.1	62.9		Liverpool	43.9	25.2	29.3	3.7	4.7	0	0.000	0	0.000					0.0	0.0	50.6	#ARG!		
16	38.4	68.7	31.3		Liverpool	40.3	46.7	11.9	3.7	2.2	0	0.000	0	0.000					0.0	0.0	61.7	#ARG!		
16	29.3	41.1	58.9		Liverpool	30.8	27.9	32.2	3.7	5.1	0	0.000	0	0.000					0.0	0.0	41.5	#ARG!		
16	53.9	65.8	34.2		Liverpool	56.6	44.7	11.4	3.7	2.1	0	0.000	0	0.000					0.0	0.0	72.2	#ARG!		
16	58.2	74.2	25.8		Liverpool	61.1	50.5	11.8	3.7	2.2	0	0.000	0	0.000					0.0	0.0	79.3	#ARG!		
16	57.9	60.8	39.2		Liverpool	60.8	41.3	16.6	3.7	2.8	0	0.000	0	0.000					0.0	0.0	73.5	#ARG!		
16	56.3	33.2	66.8		Liverpool	59.1	22.5	32.6	3.7	5.1	0	0.000	0	0.000					0.0	0.0	63.2	#ARG!		
16	88.6	49.5	50.5		Liverpool	93.0	33.6	47.6	3.7	7.3	0	0.000	0	0.000					0.0	0.0	98.9	#ARG!		
17	52.5	75.0	25.0	Ball	Ball	55.1	51.0								1				49.9	53.9	6.0	#ARG!		
17	51.3	75.3	24.7	Aaron Ramsey	Arsenal	53.8	51.2	1.3	3.7	0.4	1	0.400	1	0.000	1	Arsenal	AMR		50.3	54.0	4.6	#ARG!		
17	58.6	70.5	29.5	Mesut Özil	Arsenal	61.5	48.0	7.1	3.7	1.5	0	0.050	1	0.000	2	Arsenal	AMC		0.0	0.0	78.0	#ARG!		
17	60.5	80.5	19.5	Olivier Giroud	Arsenal	63.6	54.8	9.2	3.7	1.8	0	0.013	1	0.000	3	Arsenal	FWC		0.0	0.0	83.9	#ARG!		
17	55.2	39.7	60.3	Alexis Sánchez	Arsenal	57.9	27.0	24.1	3.7	3.9	0	0.000	1	0.000	4	Arsenal	AML		0.0	0.0	63.9	#ARG!		
17	45.5	60.5	39.5	Francis Coquelin	Arsenal	47.8	41.2	12.3	3.7	2.2	0	0.000	1	0.000	5	Arsenal	CMR		0.0	0.0	63.1	#ARG!		
17	46.1	85.5	14.5	Héctor Bellerín	Arsenal	48.4	58.2	9.8	3.7	1.9	0	0.013	1	0.000	6	Arsenal	RB		0.0	0.0	75.6	#ARG!		
17	40.2	79.2	20.8	Santiago Cazorla	Arsenal	42.2	53.9	13.3	3.7	2.4	0	0.000	1	0.000	7	Arsenal	CML		0.0	0.0	68.4	#ARG!		
17	32.9	72.6	27.4	Calum Chambers	Arsenal	34.5	49.4	20.7	3.7	3.4	0	0.000	1	0.000	8	Arsenal	CBR		0.0	0.0	60.2	#ARG!		
17	35.0	62.1	37.9	Gabriel	Arsenal	36.8	42.2	20.4	3.7	3.4	0	0.000	1	0.000	9	Arsenal	CBL		0.0	0.0	56.0	#ARG!		
17	38.6	31.8	68.2	Nacho Monreal	Arsenal	40.5	21.7	32.8	3.7	5.2	0	0.000	1	0.000	10	Arsenal	LB		0.0	0.0	45.9	#ARG!		
17	13.2	48.4	51.6	Petr Cech	Arsenal	13.9	32.9	45.0	3.7	6.9	0	0.000	1	0.000	11	Arsenal	GK	GK Not in View	0.0	0.0	35.7	#ARG!		
17	30.4	51.3	48.7	Christian Benteke	Liverpool	31.9	34.9	28.3	3.7	4.5	0	0.000	0	0.000	1	Liverpol	FWC		0.0	0.0	47.3	#ARG!		
17	41.1	72.1	27.9	Philippe Coutinho	Liverpool	43.1	49.0	12.2	3.7	2.2	0	0.000	0	0.000	2	Liverpol	AML		0.0	0.0	65.3	#ARG!		
17	44.1	40.0	60.0	Roberto Firmino	Liverpool	46.3	27.2	25.4	3.7	4.1	0	0.000	0	0.000	3	Liverpol	AMR		0.0	0.0	53.7	#ARG!		
17	49.5	74.2	25.8	Emre Can	Liverpool	51.9	50.5	3.2	3.7	0.9	0	0.200	0	0.200	4	Liverpol	CML		0.0	0.0	72.4	#ARG!		
17	51.3	53.2	46.8	James Milner	Liverpool	53.8	36.1	14.9	3.7	2.6	0	0.000	0	0.000	5	Liverpol	CMR		0.0	0.0	64.8	#ARG!		
17	53.4	83.2	16.8	Joseph Gomez	Liverpool	56.1	56.5	5.6	3.7	1.3	0	0.050	0	0.050	6	Liverpol	LB		0.0	0.0	79.6	#ARG!		
17	56.3	65.8	34.2	Lucas Leiva	Liverpool	59.1	44.7	7.4	3.7	1.5	0	0.025	0	0.025	7	Liverpol	CM		0.0	0.0	74.1	#ARG!		
17	59.6	35.3	64.7	Nathaniel Clyne	Liverpool	62.6	24.0	28.0	3.7	4.5	0	0.000	0	0.000	8	Liverpol	RB		0.0	0.0	67.1	#ARG!		
17	62.0	76.3	23.7	Dejan Lovren	Liverpool	65.1	51.9	10.0	3.7	1.9	0	0.013	0	0.013	9	Liverpol	CBL		0.0	0.0	83.2	#ARG!		
17	62.1	66.1	33.9	Martin Skrtel	Liverpool	65.2	44.9	11.8	3.7	2.2	0	0.000	0	0.000	10	Liverpol	CBR		0.0	0.0	79.2	#ARG!		
17	86.8	48.7	51.3	Simon Mignolet	Liverpool	91.1	33.1	40.2	3.7	6.2	0	0.000	0	0.000	11	Liverpol	GK	GK Not in View	0.0	0.0	97.0	#ARG!		
18	66.4	88.9	11.1	Ball	Ball	69.8	60.5												55.1	51.0	17.4	#ARG!		
18	65.7	89.5	10.5	Olivier Giroud	Arsenal	69.0	60.8	0.8	3.7	0.2	1	0.500	1	0.000					63.6	54.8	8.2	#ARG!		
18	55.4	92.4	7.6		Arsenal	58.1	62.8	11.9	3.7	2.2	0	0.000	1	0.000					0.0	0.0	85.6	#ARG!		
18	66.1	77.4	22.6		Arsenal	69.4	52.6	7.9	3.7	1.6	0	0.025	1	0.000					0.0	0.0	87.1	#ARG!		
18	56.1	74.2	25.8		Arsenal	58.9	50.5	14.8	3.7	2.6	0	0.000	1	0.000					0.0	0.0	77.5	#ARG!		
18	51.6	60.5	39.5		Arsenal	54.2	41.2	24.8	3.7	4.0	0	0.000	1	0.000					0.0	0.0	68.0	#ARG!		
18	63.6	50.3	49.7		Arsenal	66.7	34.2	26.5	3.7	4.3	0	0.000	1	0.000					0.0	0.0	75.0	#ARG!		
18	47.1	79.5	20.5		Arsenal	49.5	54.0	21.3	3.7	3.5	0	0.000	1	0.000					0.0	0.0	73.3	#ARG!		
18	37.5	73.2	26.8		Arsenal	39.4	49.7	32.2	3.7	5.1	0	0.000	1	0.000					0.0	0.0	63.4	#ARG!		
18	38.4	58.4	41.6		Arsenal	40.3	39.7	36.0	3.7	5.6	0	0.000	1	0.000					0.0	0.0	56.6	#ARG!		
18	44.6	29.5	70.5		Arsenal	46.9	20.0	46.5	3.7	7.1	0	0.000	1	0.000					0.0	0.0	51.0	#ARG!		
18	11.4	49.7	50.3		Arsenal	12.0	33.8	63.6	3.7	9.6	0	0.000	1	0.000					0.0	0.0	35.9	#ARG!		
18	66.6	87.4	12.6		Liverpool	69.9	59.4	1.1	3.7	0.3	0	0.400	0	0.400					0.0	0.0	91.8	#ARG!		
18	63.6	85.3	14.7		Liverpool	66.7	58.0	3.9	3.7	1.0	0	0.100	0	0.100					0.0	0.0	88.4	#ARG!		
18	63.0	78.2	21.8		Liverpool	66.2	53.1	8.2	3.7	1.6	0	0.025	0	0.025					0.0	0.0	84.9	#ARG!		
18	69.5	72.1	27.9		Liverpool	72.9	49.0	11.9	3.7	2.2	0	0.000	0	0.000					0.0	0.0	87.9	#ARG!		
18	58.2	76.8	23.2		Liverpool	61.1	52.3	11.9	3.7	2.2	0	0.000	0	0.000					0.0	0.0	80.4	#ARG!		
18	59.6	56.3	43.7		Liverpool	62.6	38.3	23.3	3.7	3.8	0	0.000	0	0.000					0.0	0.0	73.4	#ARG!		
18	51.8	38.7	61.3		Liverpool	54.4	26.3	37.5	3.7	5.8	0	0.000	0	0.000					0.0	0.0	60.4	#ARG!		
18	66.1	46.6	53.4		Liverpool	69.4	31.7	28.8	3.7	4.6	0	0.000	0	0.000					0.0	0.0	76.3	#ARG!		
18	47.5	77.4	22.6		Liverpool	49.9	52.6	21.4	3.7	3.5	0	0.000	0	0.000					0.0	0.0	72.5	#ARG!		
18	33.4	48.2	51.8		Liverpool	35.1	32.7	44.4	3.7	6.8	0	0.000	0	0.000					0.0	0.0	48.0	#ARG!		
18	88.8	49.5	50.5		Liverpool	93.2	33.6	35.6	3.7	5.6	0	0.000	0	0.000					0.0	0.0	99.1	#ARG!		
19	71.6	83.2	16.8	Ball	Ball	75.2	56.5								1				69.8	60.5	6.7	#ARG!		
19	71.6	83.9	16.1	Olivier Giroud	Arsenal	75.2	57.1	0.5	3.7	0.1	1	0.500	1	0.000	1	Arsenal	FWC		69.0	60.8	7.2	#ARG!		
19	75.2	79.5	20.5	Mesut Özil	Arsenal	78.9	54.0	4.5	3.7	1.1	0	0.100	1	0.000	2	Arsenal	AMC		0.0	0.0	95.7	#ARG!		
19	63.4	91.3	8.7	Héctor Bellerín	Arsenal	66.6	62.1	10.3	3.7	1.9	0	0.013	1	0.000	3	Arsenal	RB		0.0	0.0	91.0	#ARG!		
19	63.8	68.9	31.1	Aaron Ramsey	Arsenal	66.9	46.9	12.7	3.7	2.3	0	0.000	1	0.000	4	Arsenal	AMR		0.0	0.0	81.7	#ARG!		
19	68.2	50.5	49.5	Alexis Sánchez	Arsenal	71.6	34.4	22.5	3.7	3.7	0	0.000	1	0.000	5	Arsenal	AML		0.0	0.0	79.4	#ARG!		
19	54.5	72.1	27.9	Santiago Cazorla	Arsenal	57.2	49.0	19.5	3.7	3.3	0	0.000	1	0.000	6	Arsenal	CML		0.0	0.0	75.3	#ARG!		
19	56.4	59.5	40.5	Francis Coquelin	Arsenal	59.3	40.4	22.7	3.7	3.7	0	0.000	1	0.000	7	Arsenal	CMR		0.0	0.0	71.7	#ARG!		
19	50.9	34.5	65.5	Nacho Monreal	Arsenal	53.4	23.4	39.6	3.7	6.1	0	0.000	1	0.000	8	Arsenal	LB		0.0	0.0	58.4	#ARG!		
19	43.9	57.9	42.1	Gabriel	Arsenal	46.1	39.4	33.8	3.7	5.3	0	0.000	1	0.000	9	Arsenal	CBL		0.0	0.0	60.6	#ARG!		
19	43.6	70.8	29.2	Calum Chambers	Arsenal	45.7	48.1	30.6	3.7	4.8	0	0.000	1	0.000	10	Arsenal	CBR		0.0	0.0	66.4	#ARG!		
19	13.4	48.9	51.1	Petr Cech	Arsenal	14.1	33.3	65.4	3.7	9.8	0	0.000	1	0.000	11	Arsenal	GK	GK Not in View	0.0	0.0	36.1	#ARG!		
19	76.6	75.3	24.7	Martin Skrtel	Liverpool	80.4	51.2	7.5	3.7	1.5	0	0.025	0	0.025	1	Liverpol	CBR		0.0	0.0	95.3	#ARG!		
19	73.2	79.5	20.5	Joseph Gomez	Liverpool	76.9	54.0	3.0	3.7	0.8	0	0.200	0	0.200	2	Liverpol	LB		0.0	0.0	94.0	#ARG!		
19	75.7	85.0	15.0	Dejan Lovren	Liverpool	79.5	57.8	4.5	3.7	1.1	0	0.100	0	0.100	3	Liverpol	CBL		0.0	0.0	98.3	#ARG!		
19	72.1	76.3	23.7	Lucas Leiva	Liverpool	75.7	51.9	4.7	3.7	1.1	0	0.100	0	0.100	4	Liverpol	CM		0.0	0.0	91.8	#ARG!		
19	65.7	73.2	26.8	Emre Can	Liverpool	69.0	49.7	9.2	3.7	1.8	0	0.013	0	0.013	5	Liverpol	CML		0.0	0.0	85.1	#ARG!		
19	64.1	56.6	43.4	James Milner	Liverpool	67.3	38.5	19.7	3.7	3.3	0	0.000	0	0.000	6	Liverpol	CMR		0.0	0.0	77.5	#ARG!		
19	72.3	49.2	50.8	Nathaniel Clyne	Liverpool	75.9	33.5	23.1	3.7	3.8	0	0.000	0	0.000	7	Liverpol	RB		0.0	0.0	83.0	#ARG!		
19	57.9	41.3	58.7	Roberto Firmino	Liverpool	60.8	28.1	31.9	3.7	5.0	0	0.000	0	0.000	8	Liverpol	AMR		0.0	0.0	66.9	#ARG!		
19	52.9	75.3	24.7	Philippe Coutinho	Liverpool	55.5	51.2	20.4	3.7	3.4	0	0.000	0	0.000	9	Liverpol	AML		0.0	0.0	75.5	#ARG!		
19	34.3	62.6	37.4	Christian Benteke	Liverpool	36.0	42.6	41.6	3.7	6.4	0	0.000	0	0.000	10	Liverpol	FWC	Not in View	0.0	0.0	55.8	#ARG!		
19	91.1	48.4	51.6	Simon Mignolet	Liverpool	95.6	32.9	31.2	3.7	4.9	0	0.000	0	0.000	11	Liverpol	GK	GK Not in View	0.0	0.0	101.1	#ARG!		
20	77.3	53.2	46.8	Ball	Ball	81.2	36.1								1				75.2	56.5	21.3	#ARG!		
20	77.7	52.6	47.4	Nathaniel Clyne	Liverpool	81.6	35.8	0.5	3.7	0.1	1	0.500	1	0.000	1	Liverpol	RB		75.9	33.5	6.1	#ARG!		1
20	78.2	64.7	35.3	Martin Skrtel	Liverpool	82.1	44.0	7.9	3.7	1.6	0	0.025	1	0.000	2	Liverpol	CBR		80.4	51.2	7.4	#ARG!		1
20	78.8	72.9	27.1	Joseph Gomez	Liverpool	82.7	49.6	13.5	3.7	2.4	0	0.000	1	0.000	3	Liverpol	LB		76.9	54.0	7.3	#ARG!		1
20	74.5	73.7	26.3	Dejan Lovren	Liverpool	78.2	50.1	14.3	3.7	2.5	0	0.000	1	0.000	4	Liverpol	CBL		79.5	57.8	7.8	#ARG!		1
20	72.3	66.1	33.9	Lucas Leiva	Liverpool	75.9	44.9	10.2	3.7	1.9	0	0.013	1	0.000	5	Liverpol	CM		75.7	51.9	7.0	#ARG!		1
20	72.3	55.8	44.2	James Milner	Liverpool	75.9	37.9	5.5	3.7	1.3	0	0.050	1	0.000	6	Liverpol	CMR		67.3	38.5	8.6	#ARG!		1
20	68.9	60.5	39.5	Emre Can	Liverpool	72.4	41.2	10.1	3.7	1.9	0	0.013	1	0.000	7	Liverpol	CML		69.0	49.7	9.2	#ARG!		1
20	63.6	38.7	61.3	Roberto Firmino	Liverpool	66.7	26.3	17.5	3.7	3.0	0	0.000	1	0.000	8	Liverpol	AMR		60.8	28.1	6.3	#ARG!		1
20	56.1	72.4	27.6	Philippe Coutinho	Liverpool	58.9	49.2	25.9	3.7	4.2	0	0.000	1	0.000	9	Liverpol	AML		55.5	51.2	3.9	#ARG!		1
20	38.8	51.8	48.2	Christian Benteke	Liverpool	40.7	35.3	40.5	3.7	6.3	0	0.000	1	0.000	10	Liverpol	FWC	Not in View	36.0	42.6	8.7	#ARG!		1
20	92.9	48.9	51.1	Simon Mignolet	Liverpool	97.5	33.3	16.6	3.7	2.8	0	0.000	1	0.000	11	Liverpol	GK		95.6	32.9	1.9	#ARG!		1
20	70.7	88.9	11.1	Héctor Bellerín	Arsenal	74.2	60.5	25.3	3.7	4.1	0	0.000	0	0.000	1	Arsenal	RB		66.6	62.1	7.9	#ARG!		1
20	73.0	80.0	20.0	Olivier Giroud	Arsenal	76.7	54.4	18.8	3.7	3.2	0	0.000	0	0.000	2	Arsenal	FWC		75.2	57.1	3.1	#ARG!		1
20	78.9	78.7	21.3	Mesut Özil	Arsenal	82.9	53.5	17.4	3.7	3.0	0	0.000	0	0.000	3	Arsenal	AMC		78.9	54.0	4.0	#ARG!		1
20	73.9	53.2	46.8	Alexis Sánchez	Arsenal	77.6	36.1	3.6	3.7	1.0	0	0.200	0	0.200	4	Arsenal	AML		71.6	34.4	6.3	#ARG!		1
20	71.8	60.3	39.7	Aaron Ramsey	Arsenal	75.4	41.0	7.6	3.7	1.6	0	0.025	0	0.025	5	Arsenal	AMR		66.9	46.9	10.3	#ARG!		1
20	60.2	68.2	31.8	Santiago Cazorla	Arsenal	63.2	46.3	20.7	3.7	3.4	0	0.000	0	0.000	6	Arsenal	CML		57.2	49.0	6.6	#ARG!		1
20	60.2	60.0	40.0	Francis Coquelin	Arsenal	63.2	40.8	18.6	3.7	3.1	0	0.000	0	0.000	7	Arsenal	CMR		59.3	40.4	4.0	#ARG!		1
20	54.5	30.5	69.5	Nacho Monreal	Arsenal	57.2	20.8	28.5	3.7	4.5	0	0.000	0	0.000	8	Arsenal	LB		53.4	23.4	4.6	#ARG!		1
20	46.3	56.3	43.7	Gabriel	Arsenal	48.6	38.3	32.7	3.7	5.1	0	0.000	0	0.000	9	Arsenal	CBL		46.1	39.4	2.7	#ARG!		1
20	46.3	68.2	31.8	Calum Chambers	Arsenal	48.6	46.3	34.2	3.7	5.4	0	0.000	0	0.000	10	Arsenal	CBR		45.7	48.1	3.3	#ARG!		1
20	13.0	48.4	51.6	Petr Cech	Arsenal	13.7	32.9	67.6	3.7	10.1	0	0.000	0	0.000	11	Arsenal	GK	GK Not in View	14.1	33.3	0.5	#ARG!		1
21	71.1	48.7	51.3	Ball	Ball	74.6	33.1								1				81.2	36.1	7.2	#ARG!		1
21	72.0	48.7	51.3	James Milner	Liverpool	75.6	33.1	0.9	3.7	0.3	1	0.500	1	0.000	1	Liverpol	CMR		75.9	37.9	4.8	#ARG!		1
21	71.6	55.8	44.2	Lucas Leiva	Liverpool	75.2	37.9	4.9	3.7	1.2	0	0.100	1	0.000	2	Liverpol	CM		75.9	44.9	7.0	#ARG!		1
21	67.0	43.9	56.1	Roberto Firmino	Liverpool	70.3	29.9	5.4	3.7	1.2	0	0.100	1	0.000	3	Liverpol	AMR		66.7	26.3	5.0	#ARG!		1
21	65.5	61.3	38.7	Emre Can	Liverpool	68.8	41.7	10.4	3.7	2.0	0	0.013	1	0.000	4	Liverpol	CML		72.4	41.2	3.6	#ARG!		1
21	77.7	50.0	50.0	Nathaniel Clyne	Liverpool	81.6	34.0	7.0	3.7	1.5	0	0.050	1	0.000	5	Liverpol	RB		81.6	35.8	1.8	#ARG!		1
21	79.5	52.9	47.1	Martin Skrtel	Liverpool	83.4	36.0	9.3	3.7	1.8	0	0.013	1	0.000	6	Liverpol	CBR		82.1	44.0	8.2	#ARG!		1
21	78.2	60.5	39.5	Dejan Lovren	Liverpool	82.1	41.2	11.0	3.7	2.0	0	0.000	1	0.000	7	Liverpol	CBL		78.2	50.1	9.8	#ARG!		1
